500	2
0	0.5330628752708435	0.11091451346874237
1	0.7552227973937988	0.35618481040000916
2	0.7793635725975037	0.21094313263893127
3	0.08087422698736191	0.5867078900337219
4	0.6050909161567688	0.9507058262825012
5	0.44333016872406006	0.23910851776599884
6	0.7793155908584595	0.845035195350647
7	0.8629307746887207	0.775519073009491
8	0.8361250162124634	0.7641799449920654
9	0.414407879114151	0.34190449118614197
10	0.8893364071846008	0.6344102025032043
11	0.07728958874940872	0.33283692598342896
12	0.7333959341049194	0.43710553646087646
13	0.23022562265396118	0.03883695229887962
14	0.3967336416244507	0.7112753987312317
15	0.16895510256290436	0.2867150604724884
16	0.4156862497329712	0.3841252326965332
17	0.5758323669433594	0.07039345055818558
18	0.5618826746940613	0.4953383505344391
19	0.9438819885253906	0.40962594747543335
20	0.2123546153306961	0.9640284180641174
21	0.769961953163147	0.9153062105178833
22	0.4184892177581787	0.7557170987129211
23	0.5458424687385559	0.92441326379776
24	0.03145303949713707	0.26393923163414
25	0.3863164484500885	0.33322641253471375
26	0.7425535917282104	0.9182387590408325
27	0.7926454544067383	0.1300894021987915
28	0.4375079274177551	0.024960629642009735
29	0.9575738310813904	0.7145252227783203
30	0.8539774417877197	0.13826853036880493
31	0.16049112379550934	0.0042209685780107975
32	0.7963634729385376	0.6275937557220459
33	0.3244051933288574	0.2636924982070923
34	0.14061228930950165	0.2162318229675293
35	0.8613671064376831	0.6242515444755554
36	0.8119796514511108	0.7271071076393127
37	0.8709396123886108	0.8054582476615906
38	0.6367493867874146	0.8239136934280396
39	0.4613584876060486	0.5032970905303955
40	0.08899436146020889	0.8553562164306641
41	0.4630953371524811	0.8679843544960022
42	0.36941084265708923	0.5054504871368408
43	0.7155225276947021	0.20025525987148285
44	0.44265803694725037	0.8081334829330444
45	0.41201478242874146	0.020888924598693848
46	0.5087430477142334	0.4803910553455353
47	0.9319120049476624	0.7516801953315735
48	0.8747217655181885	0.6732040643692017
49	0.20149928331375122	0.03387180343270302
50	0.7465559244155884	0.3225603699684143
51	0.5006797313690186	0.5965903997421265
52	0.9238178133964539	0.7025863528251648
53	0.008148702792823315	0.6716206073760986
54	0.8268320560455322	0.14633415639400482
