5714	1
0	0	17	1.0
1	0	58	1.0
2	0	64	1.0
3	0	82	1.0
4	0	96	1.0
5	0	127	1.0
6	0	134	1.0
7	0	163	1.0
8	0	252	1.0
9	0	310	1.0
10	0	379	1.0
11	0	383	1.0
12	0	395	1.0
13	1	12	1.0
14	1	50	1.0
15	1	113	1.0
16	1	132	1.0
17	1	160	1.0
18	1	172	1.0
19	1	230	1.0
20	1	323	1.0
21	1	335	1.0
22	1	372	1.0
23	1	393	1.0
24	1	401	1.0
25	1	444	1.0
26	1	487	1.0
27	1	491	1.0
28	2	27	1.0
29	2	43	1.0
30	2	54	1.0
31	2	81	1.0
32	2	99	1.0
33	2	171	1.0
34	2	185	1.0
35	2	208	1.0
36	2	334	1.0
37	2	443	1.0
38	2	499	1.0
39	3	53	1.0
40	3	56	1.0
41	3	168	1.0
42	3	245	1.0
43	3	352	1.0
44	3	367	1.0
45	3	371	1.0
46	3	385	1.0
47	3	415	1.0
48	3	428	1.0
49	3	462	1.0
50	4	23	1.0
51	4	115	1.0
52	4	123	1.0
53	4	241	1.0
54	4	246	1.0
55	4	268	1.0
56	4	302	1.0
57	4	361	1.0
58	4	364	1.0
59	4	389	1.0
60	4	402	1.0
61	4	433	1.0
62	4	436	1.0
63	5	118	1.0
64	5	250	1.0
65	5	288	1.0
66	5	377	1.0
67	5	396	1.0
68	5	417	1.0
69	5	441	1.0
70	5	447	1.0
71	5	480	1.0
72	5	493	1.0
73	6	21	1.0
74	6	26	1.0
75	6	88	1.0
76	6	204	1.0
77	6	270	1.0
78	6	271	1.0
79	6	289	1.0
80	6	350	1.0
81	6	370	1.0
82	6	423	1.0
83	6	497	1.0
84	7	8	1.0
85	7	36	1.0
86	7	37	1.0
87	7	47	1.0
88	7	52	1.0
89	7	190	1.0
90	7	236	1.0
91	7	315	1.0
92	7	422	1.0
93	7	497	1.0
94	8	36	1.0
95	8	37	1.0
96	8	190	1.0
97	8	236	1.0
98	8	315	1.0
99	8	350	1.0
100	8	408	1.0
101	8	422	1.0
102	8	497	1.0
103	9	16	1.0
104	9	25	1.0
105	9	114	1.0
106	9	175	1.0
107	9	206	1.0
108	9	233	1.0
109	9	248	1.0
110	9	256	1.0
111	9	373	1.0
112	9	386	1.0
113	9	417	1.0
114	9	441	1.0
115	10	35	1.0
116	10	48	1.0
117	10	57	1.0
118	10	87	1.0
119	10	110	1.0
120	10	154	1.0
121	10	219	1.0
122	10	255	1.0
123	10	296	1.0
124	10	408	1.0
125	10	410	1.0
126	10	431	1.0
127	10	478	1.0
128	11	24	1.0
129	11	146	1.0
130	11	151	1.0
131	11	189	1.0
132	11	286	1.0
133	11	312	1.0
134	11	341	1.0
135	11	356	1.0
136	11	392	1.0
137	11	446	1.0
138	11	460	1.0
139	11	492	1.0
140	12	132	1.0
141	12	143	1.0
142	12	155	1.0
143	12	230	1.0
144	12	323	1.0
145	12	324	1.0
146	12	335	1.0
147	12	393	1.0
148	12	401	1.0
149	13	31	1.0
150	13	49	1.0
151	13	85	1.0
152	13	126	1.0
153	13	244	1.0
154	13	272	1.0
155	13	329	1.0
156	13	416	1.0
157	13	435	1.0
158	13	456	1.0
159	14	22	1.0
160	14	75	1.0
161	14	76	1.0
162	14	101	1.0
163	14	148	1.0
164	14	213	1.0
165	14	266	1.0
166	14	297	1.0
167	14	397	1.0
168	14	403	1.0
169	14	413	1.0
170	14	439	1.0
171	14	450	1.0
172	15	34	1.0
173	15	68	1.0
174	15	151	1.0
175	15	191	1.0
176	15	197	1.0
177	15	202	1.0
178	15	242	1.0
179	15	267	1.0
180	15	300	1.0
181	15	392	1.0
182	16	25	1.0
183	16	114	1.0
184	16	175	1.0
185	16	206	1.0
186	16	233	1.0
187	16	248	1.0
188	16	373	1.0
189	16	386	1.0
190	16	441	1.0
191	17	58	1.0
192	17	127	1.0
193	17	134	1.0
194	17	163	1.0
195	17	260	1.0
196	17	264	1.0
197	17	308	1.0
198	17	309	1.0
199	17	310	1.0
200	17	395	1.0
201	17	432	1.0
202	18	46	1.0
203	18	71	1.0
204	18	144	1.0
205	18	194	1.0
206	18	209	1.0
207	18	262	1.0
208	18	333	1.0
209	18	357	1.0
210	18	360	1.0
211	18	378	1.0
212	18	453	1.0
213	18	484	1.0
214	19	98	1.0
215	19	102	1.0
216	19	145	1.0
217	19	150	1.0
218	19	152	1.0
219	19	156	1.0
220	19	169	1.0
221	19	186	1.0
222	19	276	1.0
223	19	320	1.0
224	19	353	1.0
225	19	473	1.0
226	20	62	1.0
227	20	116	1.0
228	20	187	1.0
229	20	193	1.0
230	20	196	1.0
231	20	205	1.0
232	20	304	1.0
233	20	340	1.0
234	20	458	1.0
235	20	486	1.0
236	20	488	1.0
237	21	26	1.0
238	21	115	1.0
239	21	117	1.0
240	21	123	1.0
241	21	188	1.0
242	21	277	1.0
243	21	289	1.0
244	21	389	1.0
245	21	423	1.0
246	21	481	1.0
247	22	44	1.0
248	22	76	1.0
249	22	140	1.0
250	22	142	1.0
251	22	148	1.0
252	22	225	1.0
253	22	266	1.0
254	22	275	1.0
255	22	297	1.0
256	22	397	1.0
257	22	439	1.0
258	22	445	1.0
259	22	450	1.0
260	23	72	1.0
261	23	180	1.0
262	23	241	1.0
263	23	246	1.0
264	23	268	1.0
265	23	338	1.0
266	23	364	1.0
267	23	402	1.0
268	23	409	1.0
269	23	411	1.0
270	23	433	1.0
271	23	436	1.0
272	24	146	1.0
273	24	151	1.0
274	24	286	1.0
275	24	312	1.0
276	24	358	1.0
277	24	381	1.0
278	24	449	1.0
279	24	475	1.0
280	24	492	1.0
281	25	73	1.0
282	25	114	1.0
283	25	174	1.0
284	25	175	1.0
285	25	206	1.0
286	25	233	1.0
287	25	256	1.0
288	25	298	1.0
289	25	322	1.0
290	25	373	1.0
291	25	386	1.0
292	25	419	1.0
293	25	421	1.0
294	25	441	1.0
295	26	115	1.0
296	26	123	1.0
297	26	188	1.0
298	26	270	1.0
299	26	271	1.0
300	26	289	1.0
301	26	302	1.0
302	26	306	1.0
303	26	370	1.0
304	26	389	1.0
305	27	30	1.0
306	27	54	1.0
307	27	81	1.0
308	27	99	1.0
309	27	167	1.0
310	27	171	1.0
311	27	208	1.0
312	27	249	1.0
313	27	334	1.0
314	27	347	1.0
315	27	457	1.0
316	27	465	1.0
317	28	45	1.0
318	28	74	1.0
319	28	84	1.0
320	28	127	1.0
321	28	166	1.0
322	28	182	1.0
323	28	220	1.0
324	28	318	1.0
325	28	434	1.0
326	28	467	1.0
327	29	47	1.0
328	29	52	1.0
329	29	87	1.0
330	29	165	1.0
331	29	236	1.0
332	29	237	1.0
333	29	243	1.0
334	29	339	1.0
335	29	363	1.0
336	29	418	1.0
337	30	54	1.0
338	30	93	1.0
339	30	122	1.0
340	30	124	1.0
341	30	131	1.0
342	30	164	1.0
343	30	231	1.0
344	30	334	1.0
345	30	347	1.0
346	30	366	1.0
347	30	443	1.0
348	30	457	1.0
349	31	49	1.0
350	31	119	1.0
351	31	126	1.0
352	31	244	1.0
353	31	329	1.0
354	31	435	1.0
355	31	456	1.0
356	31	459	1.0
357	31	471	1.0
358	32	57	1.0
359	32	66	1.0
360	32	109	1.0
361	32	112	1.0
362	32	120	1.0
363	32	282	1.0
364	32	284	1.0
365	32	294	1.0
366	32	325	1.0
367	32	355	1.0
368	32	429	1.0
369	32	478	1.0
370	33	114	1.0
371	33	174	1.0
372	33	256	1.0
373	33	267	1.0
374	33	285	1.0
375	33	322	1.0
376	33	343	1.0
377	33	396	1.0
378	33	400	1.0
379	33	419	1.0
380	33	421	1.0
381	34	55	1.0
382	34	68	1.0
383	34	83	1.0
384	34	97	1.0
385	34	151	1.0
386	34	191	1.0
387	34	197	1.0
388	34	242	1.0
389	34	313	1.0
390	34	358	1.0
391	34	449	1.0
392	34	475	1.0
393	35	48	1.0
394	35	57	1.0
395	35	110	1.0
396	35	120	1.0
397	35	154	1.0
