0,1
1,0
2,0
3,1
4,0
5,0
6,0
7,0
8,1
9,0
10,1
11,1
12,0
13,1
14,1
15,1
16,0
17,1
18,0
19,0
20,0
21,0
22,1
23,1
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,0
32,1
33,1
34,1
35,0
36,1
37,0
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,1
48,0
49,0
50,0
51,1
52,1
53,1
54,1
55,1
56,0
57,0
58,0
59,0
60,0
61,0
62,1
63,1
64,0
65,0
66,0
67,0
68,1
69,0
70,0
71,1
72,0
73,0
74,1
75,0
76,0
77,1
78,0
79,1
80,1
81,1
82,0
83,1
84,0
85,0
86,1
87,0
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,0
98,1
99,0
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,0
109,0
110,1
111,1
112,1
113,0
114,0
115,1
116,0
117,0
118,1
119,1
120,0
121,0
122,1
123,0
124,1
125,1
126,0
127,0
128,1
129,1
130,0
131,1
132,0
133,1
134,1
135,1
136,0
137,1
138,0
139,1
140,0
141,1
142,1
143,1
144,0
145,0
146,1
147,0
148,1
149,1
150,1
151,1
152,0
153,0
154,1
155,1
156,1
157,1
158,0
159,0
160,1
161,0
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,0
170,1
171,1
172,0
173,1
174,0
175,0
176,1
177,0
178,1
179,1
180,1
181,1
182,0
183,0
184,1
185,1
186,0
187,0
188,1
189,0
190,0
191,0
192,1
193,1
194,0
195,1
196,1
197,1
198,0
199,1
200,0
201,1
202,1
203,1
204,1
205,0
206,1
207,1
208,0
209,1
210,0
211,0
212,1
213,0
214,1
215,1
216,1
217,1
218,1
219,0
220,1
221,1
222,1
223,0
224,0
225,1
226,0
227,1
228,1
229,1
230,0
231,0
232,0
233,0
234,1
235,1
236,0
237,1
238,0
239,0
240,0
241,0
242,0
243,1
244,1
245,0
246,1
247,0
248,1
249,0
250,0
251,1
252,0
253,0
254,1
255,1
256,1
257,0
258,0
259,0
260,1
261,0
262,0
263,1
264,1
265,0
266,1
267,0
268,1
269,1
270,1
271,1
272,1
273,0
274,1
275,1
276,1
277,0
278,0
279,1
280,0
281,0
282,0
283,0
284,1
285,0
286,0
287,0
288,1
289,0
290,1
291,1
292,1
293,1
294,0
295,1
296,1
297,1
298,0
299,1
300,0
301,0
302,1
303,0
304,1
305,1
306,0
307,0
308,1
309,1
310,0
311,1
312,0
313,1
314,1
315,1
316,0
317,1
318,0
319,0
320,0
321,0
322,1
323,1
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,1
332,1
333,0
334,1
335,0
336,0
337,0
338,0
339,0
340,1
341,1
342,1
343,1
344,0
345,1
346,0
347,0
348,0
349,0
350,0
351,0
352,1
353,1
354,0
355,1
356,0
357,1
358,0
359,1
360,0
361,0
362,0
363,1
364,1
365,1
366,0
367,0
368,0
369,1
370,1
371,0
372,0
373,1
374,1
375,0
376,0
377,0
378,1
379,1
380,0
381,1
382,0
383,0
384,1
385,0
386,1
387,0
388,0
389,0
390,1
391,1
392,0
393,0
394,1
395,1
396,0
397,0
398,1
399,1
400,1
401,0
402,0
403,1
404,1
405,1
406,1
407,1
408,0
409,0
410,0
411,1
412,1
413,0
414,0
415,1
416,1
417,1
418,1
419,0
420,1
421,1
422,1
423,0
424,0
425,0
426,1
427,0
428,1
429,0
430,0
431,0
432,1
433,1
434,1
435,0
436,0
437,1
438,0
439,1
440,0
441,1
442,1
443,1
444,1
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,1
454,0
455,0
456,1
457,0
458,0
459,1
460,1
461,1
462,1
463,0
464,1
465,1
466,0
467,0
468,1
469,0
470,0
471,0
472,1
473,1
474,1
475,1
476,0
477,0
478,1
479,1
480,1
481,0
482,1
483,1
484,1
485,0
486,1
487,0
488,1
489,1
490,1
491,0
492,1
493,1
494,0
495,0
496,1
497,1
498,0
499,0
500,1
501,0
502,1
503,0
504,1
505,0
506,0
507,1
508,1
509,0
510,0
511,0
512,1
513,1
514,1
515,1
516,1
517,1
518,0
519,0
520,1
521,1
522,0
523,1
524,1
525,1
526,0
527,0
528,1
529,1
530,1
531,1
532,1
533,0
534,1
535,0
536,0
537,0
538,0
539,1
540,0
541,1
542,1
543,0
544,0
545,0
546,1
547,0
548,1
549,1
550,1
551,1
552,1
553,0
554,0
555,0
556,0
557,1
558,1
559,1
560,1
561,0
562,1
563,1
564,0
565,0
566,0
567,1
568,0
569,1
570,1
571,1
572,1
573,1
574,0
575,1
576,1
577,1
578,1
579,1
580,0
581,0
582,0
583,1
584,1
585,0
586,1
587,1
588,1
589,1
590,1
591,0
592,0
593,1
594,1
595,0
596,0
597,1
598,0
599,1
600,1
601,0
602,1
603,1
604,1
605,1
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,1
618,1
619,0
620,1
621,1
622,1
623,1
624,1
625,0
626,1
627,1
628,1
629,1
630,0
631,0
632,1
633,1
634,1
635,1
636,1
637,0
638,0
639,1
640,1
641,1
642,0
643,1
644,1
645,1
646,0
647,0
648,1
649,0
650,1
651,0
652,1
653,1
654,1
655,1
656,1
657,1
658,0
659,1
660,1
661,1
662,1
663,1
664,0
665,0
666,0
667,0
668,0
669,1
670,1
671,0
672,0
673,1
674,0
675,1
676,0
677,0
678,1
679,0
680,1
681,0
682,1
683,0
684,0
685,0
686,1
687,1
688,1
689,1
690,1
691,0
692,1
693,1
694,1
695,0
696,1
697,0
698,0
699,0
700,1
701,1
702,1
703,1
704,0
705,0
706,1
707,1
708,0
709,1
710,1
711,0
712,1
713,1
714,1
715,0
716,0
717,0
718,1
719,1
720,0
721,0
722,0
723,0
724,1
725,0
726,1
727,0
728,1
729,1
730,0
731,1
732,1
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,1
744,1
745,1
746,1
747,0
748,0
749,1
750,1
751,1
752,0
753,1
754,1
755,0
756,0
757,0
758,1
759,0
760,0
761,1
762,1
763,0
764,0
765,0
766,1
767,0
768,1
769,1
770,1
771,1
772,1
773,0
774,1
775,1
776,1
777,1
778,0
779,1
780,1
781,0
782,0
783,0
784,0
785,0
786,1
787,0
788,1
789,0
790,0
791,1
792,1
793,0
794,0
795,0
796,1
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,1
807,1
808,0
809,1
810,1
811,0
812,1
813,0
814,0
815,0
816,0
817,1
818,1
819,1
820,1
821,1
822,1
823,0
824,1
825,1
826,1
827,0
828,1
829,0
830,0
831,1
832,0
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,0
841,0
842,1
843,0
844,0
845,1
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,1
854,0
855,1
856,1
857,0
858,1
859,1
860,1
861,1
862,1
863,1
864,0
865,0
866,1
867,1
868,0
869,1
870,0
871,0
872,0
873,1
874,1
875,1
876,0
877,0
878,1
879,1
880,1
881,1
882,1
883,1
884,0
885,0
886,0
887,1
888,1
889,0
890,1
891,1
892,1
893,0
894,1
895,1
896,1
897,1
898,1
899,1
900,0
901,0
902,1
903,0
904,1
905,0
906,1
907,0
908,1
909,0
910,0
911,0
912,1
913,0
914,1
915,1
916,1
917,1
918,1
919,0
920,1
921,1
922,1
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,1
932,1
933,0
934,0
935,1
936,1
937,1
938,1
939,1
940,1
941,0
942,1
943,1
944,1
945,0
946,1
947,0
948,1
949,0
950,1
951,0
952,1
953,1
954,0
955,0
956,1
957,1
958,0
959,0
960,0
961,0
962,1
963,0
964,0
965,0
966,1
967,1
968,1
969,1
970,0
971,1
972,1
973,1
974,1
975,1
976,0
977,0
978,1
979,1
980,1
981,1
982,0
983,0
984,0
985,1
986,0
987,0
988,1
989,0
990,0
991,0
992,1
993,1
994,1
995,0
996,1
997,1
998,1
999,1
1000,0
1001,1
1002,1
1003,0
1004,1
1005,1
1006,1
1007,0
1008,1
1009,1
1010,0
1011,0
1012,0
1013,1
1014,0
1015,1
1016,1
1017,1
1018,0
1019,1
1020,1
1021,1
1022,1
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,0
1030,1
1031,0
1032,0
1033,1
1034,0
1035,1
1036,0
1037,0
1038,0
1039,0
1040,1
1041,0
1042,1
1043,0
1044,0
1045,0
1046,1
1047,1
1048,0
1049,1
1050,1
1051,0
1052,1
1053,0
1054,0
1055,1
1056,1
1057,1
1058,1
1059,0
1060,1
1061,0
1062,1
1063,0
1064,1
1065,1
1066,1
1067,0
1068,0
1069,0
1070,0
1071,1
1072,0
1073,0
1074,0
1075,1
1076,0
1077,0
1078,1
1079,1
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,1
1088,1
1089,0
1090,1
1091,0
1092,1
1093,0
1094,1
1095,0
1096,0
1097,1
1098,0
1099,1
1100,0
1101,1
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,1
1109,0
1110,1
1111,1
1112,1
1113,1
1114,0
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,0
1123,0
1124,0
1125,0
1126,1
1127,0
1128,1
1129,1
1130,0
1131,0
1132,1
1133,0
1134,1
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,1
1148,0
1149,1
1150,0
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,0
1159,0
1160,0
1161,1
1162,0
1163,1
1164,0
1165,1
1166,1
1167,1
1168,1
1169,0
1170,1
1171,1
1172,0
1173,0
1174,1
1175,1
1176,1
1177,0
1178,1
1179,1
1180,0
1181,0
1182,0
1183,1
1184,1
1185,1
1186,1
1187,0
1188,1
1189,0
1190,0
1191,0
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,0
1199,0
1200,1
1201,1
1202,1
1203,0
1204,1
1205,1
1206,0
1207,0
1208,1
1209,1
1210,0
1211,1
1212,1
1213,1
1214,1
1215,0
1216,1
1217,1
1218,1
1219,1
1220,0
1221,0
1222,0
1223,1
1224,1
1225,1
1226,0
1227,0
1228,0
1229,1
1230,0
1231,1
